Loan_ID,Applicant_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,Has_CreditCard,LoanAmount,Loan_Amount_Term,Owns_Car,Owns_House,Property_Area,Loan_Status
LN5453,Customer_5553,Female,Yes,2,Graduate,Yes,62056,4025,Yes,114,180,Unknown,1,Urban,N
LN5454,Customer_5554,Other,No,2,Graduate,Yes,64108,37025,Yes,118,60,Unknown,1,Rural,Y
LN5455,Customer_5555,Other,Yes,2,Graduate,Yes,60937,47390,Yes,358,360,No,0,Urban,N
LN5456,Customer_5556,Male,No,3,Graduate,No,35003,41845,Yes,196,180,Unknown,0,Urban,N
LN5457,Customer_5557,Other,Yes,0,Graduate,Yes,61749,3953,Yes,627,60,Unknown,0,Urban,N
LN5458,Customer_5558,Male,No,0,Not Graduate,Yes,8508,18678,Yes,557,240,Unknown,0,Rural,N
LN5459,Customer_5559,Male,Yes,1,Not Graduate,No,40785,6317,Yes,225,300,Unknown,0,Rural,N
LN5460,Customer_5560,Male,Yes,0,Not Graduate,No,64155,36235,Yes,627,360,Unknown,1,Rural,Y
LN5461,Customer_5561,Male,Yes,2,Not Graduate,No,27509,17416,Yes,250,180,Unknown,0,Semiurban,N
LN5462,Customer_5562,Other,Yes,2,Not Graduate,Yes,28497,1471,Yes,67,360,Unknown,0,Rural,N
LN5463,Customer_5563,Female,Yes,3,Graduate,Yes,17418,5113,Yes,385,60,No,0,Urban,N
LN5464,Customer_5564,Female,Yes,2,Graduate,Yes,62383,31507,Yes,176,300,Unknown,1,Urban,Y
LN5465,Customer_5565,Female,Yes,0,Not Graduate,No,46159,Unknown,Yes,541,300,Unknown,0,Semiurban,N
LN5466,Customer_5566,Other,Yes,2,Not Graduate,Yes,72598,1148,Yes,100,360,Unknown,0,Semiurban,N
LN5467,Customer_5567,Male,Yes,1,Not Graduate,No,49814,24616,Yes,688,120,Unknown,0,Urban,N
LN5468,Customer_5568,Female,No,3,Graduate,Yes,10945,22864,Yes,200,300,Unknown,0,Urban,N
LN5469,Customer_5569,Other,Yes,3,Not Graduate,Yes,4493,20140,Yes,210,240,Unknown,0,Rural,Y
LN5470,Customer_5570,Male,No,0,Not Graduate,Yes,64517,31045,Yes,237,240,Unknown,0,Semiurban,N
LN5471,Customer_5571,Female,Yes,2,Not Graduate,Yes,38196,44716,Yes,279,180,Unknown,1,Rural,Y
LN5472,Customer_5572,Male,No,2,Graduate,Yes,14187,205450,Yes,659,120,Unknown,1,Rural,N
LN5473,Customer_5573,Female,No,0,Not Graduate,No,246960,Unknown,Yes,230,120,Yes,1,Rural,Y
LN5474,Customer_5574,Female,Yes,0,Graduate,No,42454,11602,Yes,519,60,Unknown,0,Rural,Y
LN5475,Customer_5575,Female,Yes,1,Not Graduate,Yes,68539,11158,Yes,476,180,Unknown,1,Rural,N
LN5476,Customer_5576,Male,No,0,Not Graduate,Yes,44845,13303,Yes,131,300,Unknown,1,Urban,Y
LN5477,Customer_5577,Other,No,2,Graduate,No,15380,47836,Yes,453,360,Unknown,0,Rural,N
LN5478,Customer_5578,Male,Yes,1,Graduate,Yes,24602,23047,Yes,527,120,Unknown,1,Semiurban,N
LN5479,Customer_5579,Female,Yes,3,Not Graduate,No,70916,36564,Yes,82,120,Unknown,1,Semiurban,Y
LN5480,Customer_5580,Male,Yes,2,Not Graduate,Yes,20619,3447,Yes,642,60,No,0,Rural,Y
LN5481,Customer_5581,Other,No,3,Graduate,Yes,30854,8276,Yes,509,300,Unknown,0,Semiurban,N
LN5482,Customer_5582,Male,Yes,3,Graduate,No,48682,28878,Yes,563,60,Unknown,1,Semiurban,Y
LN5483,Customer_5583,Other,Yes,3,Not Graduate,No,14225,11610,Yes,467,360,Unknown,1,Urban,N
LN5484,Customer_5584,Other,Yes,2,Graduate,Yes,60083,12737,Yes,381,240,Unknown,0,Urban,N
LN5485,Customer_5585,Male,Yes,3,Graduate,No,48628,43123,Yes,651,120,Unknown,0,Rural,N
LN5486,Customer_5586,Female,Yes,2,Not Graduate,No,38171,4457,Yes,687,60,Unknown,1,Urban,Y
LN5487,Customer_5587,Other,No,3,Not Graduate,Yes,41789,11151,Yes,465,300,Unknown,1,Rural,Y
LN5488,Customer_5588,Male,No,0,Not Graduate,Yes,59572,10422,Yes,582,60,Unknown,0,Semiurban,Y
LN5489,Customer_5589,Other,Yes,0,Graduate,Yes,70905,10915,Yes,54,120,Unknown,1,Semiurban,Y
LN5490,Customer_5590,Female,Yes,2,Not Graduate,Yes,5467,48455,Yes,333,240,No,0,Urban,N
LN5491,Customer_5591,Male,No,3,Not Graduate,No,35241,2639,Yes,353,180,Unknown,1,Semiurban,Y
LN5492,Customer_5592,Male,Yes,3,Graduate,Yes,45894,25606,Yes,246,60,Unknown,0,Rural,N
LN5493,Customer_5593,Male,No,3,Not Graduate,Yes,Unknown,40455,Yes,303,300,No,0,Rural,Y
LN5494,Customer_5594,Female,Yes,0,Graduate,No,37822,13698,Yes,644,360,Unknown,0,Urban,N
LN5495,Customer_5595,Other,No,3,Graduate,No,19917,Unknown,Yes,217,180,Unknown,1,Semiurban,Y
LN5496,Customer_5596,Male,No,3,Not Graduate,Yes,20907,13050,Yes,55,60,Unknown,1,Semiurban,Y
LN5497,Customer_5597,Other,Yes,2,Not Graduate,Yes,46146,27235,Yes,191,360,Unknown,1,Rural,Y
LN5498,Customer_5598,Other,No,3,Graduate,No,38357,47182,Yes,424,240,Unknown,0,Rural,N
LN5499,Customer_5599,Female,Yes,0,Not Graduate,Yes,40187,5902,Yes,174,360,Yes,1,Urban,Y
LN5500,Customer_5600,Male,No,3,Graduate,No,42512,46300,Yes,372,120,Unknown,0,Urban,N
LN5501,Customer_5601,Other,Yes,0,Graduate,No,52224,22211,Yes,444,240,Unknown,1,Urban,Y
LN5502,Customer_5602,Male,Yes,0,Not Graduate,No,49468,20193,Yes,216,180,Unknown,1,Urban,N
LN5503,Customer_5603,Male,Yes,1,Not Graduate,Yes,8357,30294,Yes,73,120,Unknown,1,Rural,Y
LN5504,Customer_5604,Female,No,0,Graduate,Yes,69881,9785,Yes,158,60,Unknown,1,Urban,N
LN5505,Customer_5605,Male,Yes,1,Graduate,No,12978,14306,Yes,259,120,Yes,0,Rural,N
LN5506,Customer_5606,Male,Yes,1,Not Graduate,Yes,16616,32222,Yes,656,240,Unknown,0,Semiurban,N
LN5507,Customer_5607,Other,Yes,3,Graduate,No,12422,15017,Yes,251,360,No,0,Urban,N
LN5508,Customer_5608,Female,No,1,Graduate,Yes,11602,9312,Yes,459,60,No,1,Rural,N
LN5509,Customer_5609,Male,Yes,2,Graduate,Yes,13497,26257,Yes,51,360,Unknown,0,Semiurban,N
LN5510,Customer_5610,Other,No,0,Not Graduate,No,53971,1924,Yes,160,180,Unknown,1,Urban,Y
LN5511,Customer_5611,Female,No,2,Graduate,Yes,50229,2440,Yes,635,240,Unknown,1,Urban,Y
LN5512,Customer_5612,Female,No,1,Graduate,Yes,71628,23397,Yes,125,180,Unknown,0,Rural,Y
LN5513,Customer_5613,Other,Yes,3,Not Graduate,Yes,57441,36210,Yes,261,300,Yes,0,Rural,N
LN5514,Customer_5614,Other,Yes,0,Graduate,No,71127,30737,Yes,679,240,No,0,Rural,Y
LN5515,Customer_5615,Other,No,2,Graduate,Yes,59735,17591,Yes,282,300,Unknown,0,Urban,N
LN5516,Customer_5616,Other,Yes,3,Not Graduate,No,61700,5582,Yes,236,180,Unknown,1,Semiurban,N
LN5517,Customer_5617,Other,Yes,1,Not Graduate,Yes,22476,41021,Yes,324,300,Unknown,0,Urban,N
LN5518,Customer_5618,Male,No,3,Not Graduate,Yes,70209,8354,Yes,359,300,Unknown,1,Urban,Y
LN5519,Customer_5619,Male,No,2,Not Graduate,Yes,66575,4647,Yes,260,120,Unknown,1,Rural,Y
LN5520,Customer_5620,Female,Yes,3,Not Graduate,No,63894,14514,Yes,400,120,Unknown,1,Semiurban,Y
LN5521,Customer_5621,Male,No,2,Graduate,No,74538,49019,Yes,371,180,Unknown,1,Urban,Y
LN5522,Customer_5622,Male,Yes,3,Graduate,No,10308,42043,Yes,256,180,Unknown,1,Rural,Y
LN5523,Customer_5623,Male,No,0,Not Graduate,Yes,36267,13539,Yes,139,360,Unknown,0,Urban,N
LN5524,Customer_5624,Other,Yes,3,Graduate,Yes,372240,49390,Yes,114,60,No,1,Rural,N
LN5525,Customer_5625,Female,Yes,0,Not Graduate,Yes,69423,43575,Yes,465,300,Yes,0,Urban,N
LN5526,Customer_5626,Female,No,2,Graduate,No,36696,10985,Yes,647,60,Unknown,0,Rural,Y
LN5527,Customer_5627,Female,Yes,0,Graduate,Yes,63312,14419,Yes,341,360,Unknown,1,Urban,Y
LN5528,Customer_5628,Female,Yes,3,Graduate,Yes,72939,36554,Yes,526,360,Unknown,0,Rural,N
LN5529,Customer_5629,Male,No,0,Not Graduate,No,17992,26616,Yes,490,240,Unknown,0,Urban,N
LN5530,Customer_5630,Male,Yes,2,Not Graduate,Yes,10990,11304,Yes,419,360,Unknown,1,Semiurban,Y
LN5531,Customer_5631,Other,Yes,3,Not Graduate,No,64909,41397,Yes,481,360,Unknown,0,Semiurban,N
LN5532,Customer_5632,Female,Yes,0,Graduate,Yes,47215,25104,Yes,288,300,Yes,1,Rural,Y
LN5533,Customer_5633,Male,No,0,Not Graduate,Yes,61998,41064,Yes,342,360,Unknown,0,Semiurban,Y
LN5534,Customer_5634,Male,No,1,Graduate,Yes,7344,47640,Yes,286,300,Unknown,0,Semiurban,N
LN5535,Customer_5635,Other,No,0,Graduate,Yes,54523,45437,Yes,694,60,Unknown,0,Urban,N
LN5536,Customer_5636,Other,No,1,Not Graduate,Yes,24083,40028,Yes,374,300,Yes,0,Semiurban,N
LN5537,Customer_5637,Other,No,2,Graduate,No,27634,25814,Yes,471,360,Unknown,1,Semiurban,Y
LN5538,Customer_5638,Male,Yes,1,Graduate,Yes,8116,28552,Yes,479,300,Unknown,0,Semiurban,N
LN5539,Customer_5639,Male,Yes,2,Graduate,Yes,62660,32439,Yes,403,180,Unknown,0,Semiurban,N
LN5540,Customer_5640,Other,Yes,0,Not Graduate,No,65781,Unknown,Yes,545,180,Unknown,1,Rural,Y
LN5541,Customer_5641,Female,No,0,Not Graduate,No,496460,24726,Yes,342,300,Unknown,1,Semiurban,Y
LN5542,Customer_5642,Other,Yes,1,Not Graduate,No,7610,46453,Yes,673,60,Unknown,0,Rural,N
LN5543,Customer_5643,Other,No,2,Graduate,Yes,576840,34561,Yes,306,60,Unknown,0,Semiurban,N
LN5544,Customer_5644,Other,Yes,0,Graduate,No,63519,39724,Yes,462,180,Unknown,1,Urban,Y
LN5545,Customer_5645,Other,No,1,Not Graduate,No,64248,25206,Yes,430,240,Yes,1,Semiurban,Y
LN5546,Customer_5646,Male,Yes,1,Graduate,No,40265,48576,Yes,249,60,Unknown,1,Urban,N
LN5547,Customer_5647,Female,Yes,1,Not Graduate,No,6852,504770,Yes,274,120,Unknown,1,Semiurban,Y
LN5548,Customer_5648,Other,No,0,Not Graduate,Yes,22788,29317,Yes,343,180,Unknown,0,Semiurban,N
LN5549,Customer_5649,Female,Yes,2,Not Graduate,No,10724,10159,Yes,569,360,Unknown,1,Urban,N
LN5550,Customer_5650,Female,Yes,0,Not Graduate,No,52725,24491,Yes,656,180,Yes,1,Rural,Y
LN5551,Customer_5651,Female,No,3,Graduate,Yes,53717,206,Yes,492,240,Unknown,0,Urban,Y
LN5552,Customer_5652,Other,Yes,3,Graduate,Yes,49026,35590,Yes,231,240,Unknown,1,Rural,Y
LN5553,Customer_5653,Male,Yes,0,Graduate,No,12997,25409,Yes,549,240,Unknown,1,Urban,N
LN5554,Customer_5654,Other,No,2,Not Graduate,Yes,52588,44733,Yes,491,60,Unknown,0,Semiurban,N
LN5555,Customer_5655,Female,No,1,Graduate,No,13695,27211,Yes,657,60,Unknown,1,Rural,Y
LN5556,Customer_5656,Female,No,3,Not Graduate,Yes,46422,20705,Yes,331,180,Unknown,1,Rural,Y
LN5557,Customer_5657,Male,No,3,Not Graduate,Yes,771250,48733,Yes,162,120,Unknown,1,Semiurban,Y
LN5558,Customer_5658,Other,No,0,Not Graduate,No,66442,14114,Yes,316,360,Unknown,1,Rural,Y
LN5559,Customer_5659,Female,Yes,3,Graduate,Yes,4398,22633,Yes,584,120,Unknown,0,Urban,N
LN5560,Customer_5660,Male,No,3,Not Graduate,Yes,51500,19531,Yes,514,60,Unknown,1,Rural,Y
LN5561,Customer_5661,Female,No,1,Graduate,No,63273,37379,Yes,435,60,Unknown,1,Urban,Y
LN5562,Customer_5662,Male,Yes,1,Graduate,No,48817,31667,Yes,557,180,Unknown,1,Urban,N
LN5563,Customer_5663,Male,Yes,2,Graduate,Yes,691710,12474,Yes,162,120,Unknown,0,Semiurban,N
LN5564,Customer_5664,Other,Yes,3,Graduate,Yes,15113,40902,Yes,366,300,Yes,0,Semiurban,Y
LN5565,Customer_5665,Female,Yes,2,Graduate,No,33134,Unknown,Yes,181,360,Unknown,1,Semiurban,Y
LN5566,Customer_5666,Other,Yes,2,Graduate,Yes,6266,3719,Yes,573,300,Yes,0,Urban,N
LN5567,Customer_5667,Female,No,1,Graduate,No,9408,44994,No,152,300,Unknown,0,Rural,N
LN5568,Customer_5668,Other,Yes,1,Graduate,Yes,17842,22478,Yes,234,120,No,1,Urban,Y
LN5569,Customer_5669,Female,No,0,Not Graduate,Yes,14136,45703,Yes,115,300,Unknown,1,Rural,Y
LN5570,Customer_5670,Other,Yes,1,Not Graduate,No,6497,18449,Yes,184,360,No,0,Urban,N
LN5571,Customer_5671,Male,No,2,Graduate,No,64415,20764,Yes,174,300,Unknown,1,Semiurban,Y
LN5572,Customer_5672,Female,Yes,3,Graduate,Yes,24340,48429,Yes,106,180,Unknown,1,Semiurban,N
LN5573,Customer_5673,Female,No,2,Graduate,Yes,37742,43939,Yes,351,360,Unknown,0,Urban,N
LN5574,Customer_5674,Male,No,2,Graduate,Yes,71070,13301,Yes,63,180,Unknown,1,Rural,Y
LN5575,Customer_5675,Other,No,2,Graduate,Yes,59725,27528,Yes,675,180,No,1,Urban,Y
LN5576,Customer_5676,Female,No,1,Not Graduate,No,50018,46823,Yes,515,60,Unknown,0,Semiurban,N
LN5577,Customer_5677,Female,No,2,Graduate,Yes,38985,49089,Yes,491,240,Unknown,0,Semiurban,N
LN5578,Customer_5678,Other,No,0,Graduate,Yes,56828,24569,Yes,76,240,Unknown,0,Semiurban,N
LN5579,Customer_5679,Male,No,3,Graduate,No,63341,6400,Yes,433,180,Unknown,0,Rural,N
LN5580,Customer_5680,Other,No,1,Not Graduate,No,58547,42202,Yes,369,60,Yes,0,Urban,N
LN5581,Customer_5681,Other,No,2,Not Graduate,No,48982,10883,Yes,268,300,Unknown,1,Rural,Y
LN5582,Customer_5682,Other,No,0,Graduate,Yes,22075,26543,Yes,219,180,Yes,0,Urban,N
LN5583,Customer_5683,Female,Yes,3,Not Graduate,No,22726,18788,Yes,462,180,Unknown,0,Urban,N
LN5584,Customer_5684,Male,No,2,Not Graduate,No,4555,49407,Yes,641,240,Unknown,1,Semiurban,Y
LN5585,Customer_5685,Male,No,3,Not Graduate,Yes,19659,27231,Yes,468,120,Unknown,0,Semiurban,N
LN5586,Customer_5686,Other,Yes,1,Not Graduate,No,33966,29969,Yes,165,120,Unknown,0,Rural,N
LN5587,Customer_5687,Female,No,1,Not Graduate,No,28923,39245,Yes,655,60,Unknown,0,Semiurban,N
LN5588,Customer_5688,Other,No,0,Not Graduate,Yes,71625,26412,Yes,118,60,Unknown,1,Urban,Y
LN5589,Customer_5689,Female,Yes,1,Not Graduate,No,30967,40303,Yes,336,120,Unknown,0,Semiurban,N
LN5590,Customer_5690,Female,Yes,0,Not Graduate,Yes,26185,6140,Yes,656,180,Unknown,0,Urban,N
LN5591,Customer_5691,Female,No,2,Graduate,No,43492,22542,Yes,510,180,Yes,1,Rural,Y
LN5592,Customer_5692,Female,Yes,3,Graduate,No,46027,32946,Yes,198,300,Unknown,1,Semiurban,Y
LN5593,Customer_5693,Male,No,1,Not Graduate,No,37594,39005,Yes,242,60,Unknown,0,Semiurban,N
LN5594,Customer_5694,Female,No,3,Not Graduate,Yes,20754,21324,Yes,282,240,Unknown,0,Urban,N
LN5595,Customer_5695,Female,No,3,Graduate,No,47507,11658,Yes,211,60,Unknown,1,Semiurban,Y
LN5596,Customer_5696,Other,Yes,2,Graduate,No,73858,32795,Yes,597,180,Unknown,0,Rural,N
LN5597,Customer_5697,Other,No,2,Not Graduate,No,24512,47089,Yes,507,360,Unknown,0,Rural,Y
LN5598,Customer_5698,Male,No,1,Graduate,No,8811,27320,Yes,602,60,Yes,0,Semiurban,N
LN5599,Customer_5699,Other,Yes,2,Not Graduate,Yes,37459,14410,Yes,211,360,Unknown,0,Urban,N
LN5600,Customer_5700,Female,No,3,Graduate,No,42442,41013,Yes,202,240,Unknown,1,Rural,Y
LN5601,Customer_5701,Other,No,0,Not Graduate,No,29726,Unknown,Yes,490,360,Unknown,1,Semiurban,Y
LN5602,Customer_5702,Male,No,0,Graduate,No,67757,36398,Yes,370,360,Yes,1,Semiurban,Y
LN5603,Customer_5703,Other,No,0,Not Graduate,No,12862,23287,Yes,125,240,Unknown,1,Rural,Y
LN5604,Customer_5704,Other,No,1,Graduate,Yes,38107,27881,Yes,429,60,Yes,0,Urban,N
LN5605,Customer_5705,Male,No,2,Graduate,Yes,17425,30467,Yes,487,180,Unknown,0,Semiurban,Y
LN5606,Customer_5706,Male,Yes,2,Not Graduate,Yes,37139,13541,Yes,175,180,Unknown,0,Semiurban,N
LN5607,Customer_5707,Female,No,2,Not Graduate,No,36444,5921,Yes,249,300,Unknown,1,Urban,Y
LN5608,Customer_5708,Other,No,2,Graduate,Yes,Unknown,331,Yes,274,180,Unknown,1,Urban,N
LN5609,Customer_5709,Female,Yes,3,Graduate,Yes,3252,34485,Yes,630,360,Unknown,0,Semiurban,N
LN5610,Customer_5710,Other,No,0,Not Graduate,Yes,13208,33084,Yes,241,360,Unknown,1,Urban,N
LN5611,Customer_5711,Other,No,3,Graduate,No,58585,22628,Yes,571,300,Unknown,1,Urban,Y
LN5612,Customer_5712,Female,Yes,1,Graduate,No,42069,14583,Yes,295,240,Yes,0,Urban,N
LN5613,Customer_5713,Other,Yes,0,Graduate,Yes,59218,3551,Yes,461,360,Yes,0,Semiurban,Y
LN5614,Customer_5714,Other,Yes,0,Graduate,No,26218,38866,Yes,573,180,Yes,0,Urban,N
LN5615,Customer_5715,Other,Yes,3,Graduate,No,36160,35685,Yes,605,180,Unknown,0,Rural,N
LN5616,Customer_5716,Male,Yes,1,Not Graduate,No,47502,7792,Yes,670,180,No,1,Rural,Y
LN5617,Customer_5717,Female,Yes,1,Graduate,Yes,28006,28892,Yes,398,360,Unknown,1,Urban,Y
LN5618,Customer_5718,Male,Yes,0,Graduate,No,42916,Unknown,Yes,139,120,Unknown,0,Rural,N
LN5619,Customer_5719,Female,No,2,Not Graduate,No,28667,41107,Yes,511,360,Unknown,0,Urban,N
LN5620,Customer_5720,Female,No,1,Not Graduate,Yes,50688,15348,Yes,341,360,No,0,Urban,Y
LN5621,Customer_5721,Other,No,3,Not Graduate,No,17414,46978,Yes,340,120,Yes,0,Rural,Y
LN5622,Customer_5722,Female,Yes,1,Not Graduate,No,67624,23847,Yes,418,120,Unknown,0,Semiurban,N
LN5623,Customer_5723,Male,No,0,Not Graduate,Yes,21564,42692,Yes,313,180,Unknown,0,Urban,N
LN5624,Customer_5724,Male,Yes,2,Graduate,Yes,8316,7574,Yes,321,180,Unknown,1,Urban,Y
LN5625,Customer_5725,Male,No,1,Graduate,No,47056,35396,Yes,118,180,Yes,1,Rural,Y
LN5626,Customer_5726,Female,No,0,Graduate,No,64028,20957,Yes,193,360,Yes,1,Rural,Y
LN5627,Customer_5727,Male,No,1,Not Graduate,No,31190,14111,Yes,105,60,Yes,0,Urban,N
LN5628,Customer_5728,Female,No,2,Not Graduate,Yes,Unknown,367670,Yes,602,240,Unknown,0,Rural,Y
LN5629,Customer_5729,Male,Yes,3,Not Graduate,Yes,45239,24432,Yes,126,60,Unknown,1,Semiurban,N
LN5630,Customer_5730,Male,Yes,0,Graduate,No,39776,12210,Yes,569,300,Unknown,0,Semiurban,N
LN5631,Customer_5731,Female,No,0,Graduate,No,65938,47986,Yes,359,240,Yes,1,Semiurban,Y
LN5632,Customer_5732,Male,Yes,2,Graduate,No,51110,1209,Yes,139,120,Unknown,1,Urban,Y
LN5633,Customer_5733,Other,Yes,0,Graduate,No,51195,16553,Yes,425,360,Unknown,1,Rural,Y
LN5634,Customer_5734,Female,No,2,Graduate,Yes,39054,42527,Yes,243,60,Unknown,1,Rural,Y
LN5635,Customer_5735,Female,Yes,0,Graduate,No,22012,31157,Yes,632,360,Unknown,1,Urban,N
LN5636,Customer_5736,Female,Yes,2,Not Graduate,Yes,21164,31736,Yes,386,300,No,1,Urban,N
LN5637,Customer_5737,Other,Yes,1,Graduate,Yes,9605,20780,Yes,555,240,Unknown,1,Rural,Y
LN5638,Customer_5738,Female,Yes,1,Graduate,Yes,51109,15023,Yes,157,120,Unknown,0,Urban,N
LN5639,Customer_5739,Male,No,1,Graduate,No,38116,19819,Yes,656,300,Unknown,1,Rural,Y
LN5640,Customer_5740,Male,No,0,Graduate,Yes,19145,1877,Yes,560,360,Yes,0,Rural,N
LN5641,Customer_5741,Male,Yes,2,Graduate,Yes,24791,20436,Yes,370,300,Unknown,1,Urban,N
LN5642,Customer_5742,Female,No,2,Not Graduate,No,19120,35803,Yes,525,180,Unknown,0,Urban,N
LN5643,Customer_5743,Male,No,3,Graduate,No,26553,3248,Yes,335,240,Unknown,0,Urban,Y
LN5644,Customer_5744,Female,No,1,Graduate,Yes,19362,10383,Yes,400,120,Unknown,0,Urban,Y
LN5645,Customer_5745,Male,Yes,3,Not Graduate,No,42865,8714,Yes,294,180,Unknown,0,Urban,N
LN5646,Customer_5746,Other,Yes,1,Not Graduate,Yes,40849,36320,Yes,636,240,Unknown,1,Urban,Y
LN5647,Customer_5747,Other,No,3,Graduate,No,73437,Unknown,Yes,411,180,Unknown,1,Rural,Y
LN5648,Customer_5748,Other,No,1,Graduate,Yes,5485,21989,Yes,385,300,Unknown,1,Semiurban,Y
LN5649,Customer_5749,Other,Yes,2,Graduate,Yes,62789,Unknown,Yes,698,120,Unknown,0,Urban,N
LN5650,Customer_5750,Female,No,1,Graduate,No,13461,16219,Yes,271,60,Unknown,0,Rural,Y
LN5651,Customer_5751,Male,Yes,0,Graduate,No,60042,32668,Yes,487,300,Unknown,0,Rural,N
LN5652,Customer_5752,Other,No,1,Not Graduate,No,33131,2532,Yes,622,300,Unknown,1,Rural,Y
LN5653,Customer_5753,Female,Yes,1,Not Graduate,Yes,55967,49973,Yes,497,240,Unknown,1,Rural,Y
LN5654,Customer_5754,Other,Yes,2,Graduate,Yes,12743,36276,Yes,311,120,Unknown,0,Urban,N
LN5655,Customer_5755,Other,Yes,0,Graduate,No,32447,49346,Yes,350,120,Unknown,1,Rural,N
LN5656,Customer_5756,Female,Yes,2,Not Graduate,Yes,5632,16849,Yes,626,300,Unknown,1,Semiurban,N
LN5657,Customer_5757,Female,No,3,Not Graduate,No,27287,35793,Yes,598,120,Yes,0,Urban,N
LN5658,Customer_5758,Male,Yes,3,Graduate,Yes,30108,48287,Yes,283,360,Yes,1,Semiurban,Y
LN5659,Customer_5759,Male,No,0,Graduate,Yes,68057,2537,Yes,250,120,No,1,Semiurban,Y
LN5660,Customer_5760,Other,Yes,3,Graduate,No,47049,32867,Yes,450,300,Yes,1,Rural,N
LN5661,Customer_5761,Other,Yes,0,Graduate,No,39395,8307,Yes,663,360,Unknown,1,Semiurban,Y
LN5662,Customer_5762,Male,No,1,Graduate,Yes,71084,29051,Yes,159,360,Unknown,1,Urban,Y
LN5663,Customer_5763,Male,No,3,Graduate,Yes,21524,27447,Yes,611,240,Unknown,1,Rural,Y
LN5664,Customer_5764,Female,No,1,Not Graduate,Yes,41270,10302,Yes,557,300,Unknown,1,Urban,N
LN5665,Customer_5765,Male,Yes,2,Not Graduate,Yes,58160,6275,Yes,260,120,Unknown,1,Urban,Y
LN5666,Customer_5766,Male,Yes,3,Not Graduate,No,42190,42231,Yes,548,60,Unknown,1,Semiurban,Y
LN5667,Customer_5767,Other,No,2,Not Graduate,No,8846,14730,Yes,238,360,Unknown,0,Semiurban,N
LN5668,Customer_5768,Male,Yes,2,Graduate,No,11812,19074,Yes,234,300,Unknown,1,Urban,N
LN5669,Customer_5769,Other,No,0,Not Graduate,Yes,73943,34202,Yes,362,240,Unknown,1,Rural,Y
LN5670,Customer_5770,Male,Yes,2,Not Graduate,Yes,Unknown,1902,Yes,503,180,Unknown,0,Urban,N
LN5671,Customer_5771,Female,Yes,0,Graduate,Yes,25028,35791,Yes,298,180,Unknown,0,Semiurban,N
LN5672,Customer_5772,Male,Yes,0,Not Graduate,Yes,21803,13739,Yes,279,120,Unknown,0,Urban,N
LN5673,Customer_5773,Male,No,0,Graduate,No,13971,39581,Yes,273,180,Yes,1,Semiurban,N
LN5674,Customer_5774,Male,Yes,0,Graduate,No,51559,27351,Yes,103,360,Yes,1,Urban,Y
LN5675,Customer_5775,Other,No,0,Not Graduate,No,58504,15685,Yes,85,60,Unknown,1,Semiurban,Y
LN5676,Customer_5776,Female,No,1,Not Graduate,Yes,67481,18977,Yes,614,360,Yes,1,Urban,Y
LN5677,Customer_5777,Male,Yes,0,Not Graduate,No,66486,39286,Yes,531,300,Unknown,1,Semiurban,Y
LN5678,Customer_5778,Other,No,3,Graduate,No,67840,37707,Yes,635,120,Unknown,1,Rural,Y
LN5679,Customer_5779,Female,No,0,Not Graduate,No,45991,37161,Yes,349,60,Unknown,0,Rural,N
LN5680,Customer_5780,Other,Yes,1,Graduate,No,26995,7139,Yes,338,300,Unknown,1,Rural,Y
LN5681,Customer_5781,Other,No,3,Not Graduate,Yes,27448,28967,Yes,477,60,Unknown,1,Rural,Y
LN5682,Customer_5782,Female,No,3,Graduate,Yes,34088,28786,Yes,360,300,Unknown,1,Urban,Y
LN5683,Customer_5783,Male,Yes,1,Not Graduate,No,6177,14828,Yes,507,120,Yes,1,Urban,N
LN5684,Customer_5784,Other,Yes,3,Not Graduate,No,30347,7224,Yes,605,60,Unknown,0,Semiurban,N
LN5685,Customer_5785,Other,Yes,1,Graduate,No,18684,44173,Yes,100,60,Unknown,1,Urban,N
LN5686,Customer_5786,Male,No,2,Not Graduate,No,24735,39630,Yes,558,300,Yes,0,Urban,N
LN5687,Customer_5787,Male,No,2,Not Graduate,No,8100,31371,Yes,148,60,Unknown,0,Semiurban,N
LN5688,Customer_5788,Female,Yes,0,Graduate,Yes,22268,10858,Yes,391,180,Unknown,0,Urban,N
LN5689,Customer_5789,Female,No,0,Not Graduate,No,45691,38772,Yes,612,240,Yes,0,Rural,N
LN5690,Customer_5790,Female,Yes,0,Not Graduate,No,9407,34594,Yes,696,300,Unknown,0,Rural,N
LN5691,Customer_5791,Male,Yes,0,Graduate,No,27054,48205,Yes,434,60,Unknown,0,Urban,N
LN5692,Customer_5792,Other,Yes,1,Not Graduate,Yes,481980,33793,Yes,506,360,Yes,0,Urban,N
LN5693,Customer_5793,Other,No,2,Graduate,Yes,29532,785,Yes,353,360,Unknown,1,Semiurban,N
LN5694,Customer_5794,Female,No,1,Not Graduate,Yes,47447,45090,Yes,675,180,Yes,1,Urban,Y
LN5695,Customer_5795,Male,Yes,3,Not Graduate,Yes,31741,31114,Yes,608,300,Unknown,0,Rural,Y
LN5696,Customer_5796,Other,Yes,3,Graduate,Yes,12449,27865,Yes,315,300,Unknown,0,Semiurban,N
