,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Owns_House,Property_Area,Loan_Status,Has_CreditCard
6026,Female,Yes,0,Graduate,Yes,16194,7009,414,300,1,Semiurban,N,Yes
6027,Female,No,2,Not Graduate,No,63787,19464,356,180,0,Urban,N,Yes
6028,Male,No,1,Not Graduate,Yes,40219,3534,51,180,0,Urban,N,Yes
6029,Other,Yes,1,Not Graduate,Yes,38507,11799,207,300,1,Urban,N,Yes
6030,Female,No,1,Graduate,Yes,59591,7791,277,300,1,Semiurban,N,Yes
6031,Other,No,3,Not Graduate,Yes,42559,9512,248,60,0,Rural,N,Yes
6032,Male,Yes,2,Not Graduate,No,9867,30651,449,120,0,Semiurban,N,Yes
6033,Female,No,0,Graduate,No,6943,21720,132,360,0,Semiurban,Y,Yes
6034,Female,Yes,3,Not Graduate,No,67413,14563,488,240,1,Semiurban,Y,Yes
6035,Male,Yes,3,Not Graduate,No,18523,19220,490,240,0,Semiurban,Y,Yes
6036,Female,No,1,Not Graduate,No,70028,39081,511,120,0,Urban,N,Yes
6037,Male,No,2,Not Graduate,No,39389,18501,94,60,1,Rural,Y,Yes
6038,Female,Yes,2,Not Graduate,No,11918,42094,485,300,0,Urban,N,Yes
6039,Male,Yes,1,Not Graduate,No,49610,28673,224,300,0,Urban,N,Yes
6040,Female,Yes,1,Graduate,No,48821,30622,594,120,0,Rural,N,Yes
6041,Other,No,1,Not Graduate,No,29185,2717,433,240,1,Semiurban,N,Yes
6042,Other,Yes,3,Not Graduate,No,24402,24510,457,180,0,Semiurban,N,Yes
6043,Other,Yes,3,Not Graduate,Yes,32576,22798,596,180,1,Semiurban,Y,Yes
6044,Female,Yes,3,Not Graduate,Yes,26134,23825,241,60,1,Rural,Y,Yes
6045,Female,Yes,0,Graduate,Yes,52239,27167,134,300,1,Semiurban,Y,Yes
6046,Other,No,0,Not Graduate,Yes,33505,47373,662,360,0,Rural,N,Yes
6047,Other,No,2,Graduate,Yes,4268,42085,513,240,0,Semiurban,N,Yes
6048,Male,Yes,1,Not Graduate,No,74097,10961,365,360,0,Rural,N,Yes
6049,Male,No,1,Not Graduate,No,67624,36147,78,300,1,Urban,Y,Yes
6050,Male,No,3,Graduate,Yes,58197,14349,323,60,1,Rural,Y,Yes
6051,Other,No,0,Graduate,No,14271,44517,235,60,0,Rural,N,Yes
6052,Other,Yes,1,Not Graduate,Yes,10512,46797,97,240,0,Urban,Y,Yes
6053,Other,No,2,Not Graduate,No,71336,34337,316,180,1,Rural,Y,Yes
6054,Male,No,1,Not Graduate,No,66968,20309,436,60,1,Rural,Y,Yes
6055,Female,Yes,3,Not Graduate,Yes,63757,17871,195,180,1,Semiurban,Y,Yes
6056,Other,Yes,3,Not Graduate,Yes,24422,25143,65,60,1,Rural,Y,Yes
6057,Female,No,0,Not Graduate,Yes,57040,20207,346,360,1,Rural,Y,Yes
6058,Female,No,2,Graduate,No,15764,3504,498,240,0,Semiurban,Y,Yes
6059,Female,Yes,2,Not Graduate,Yes,36180,2622,604,60,0,Urban,N,Yes
6060,Male,Yes,1,Not Graduate,No,69679,38287,476,300,1,Urban,Y,Yes
6061,Female,Yes,2,Not Graduate,No,32213,29477,396,120,0,Rural,Y,Yes
6062,Other,Yes,1,Graduate,No,13806,6546,336,60,1,Urban,Y,Yes
6063,Male,No,1,Graduate,No,10094,13055,542,60,0,Semiurban,Y,Yes
6064,Other,Yes,0,Graduate,Yes,58597,37997,333,60,1,Rural,Y,Yes
6065,Other,No,2,Not Graduate,Yes,19158,21585,612,60,0,Rural,N,Yes
6066,Male,No,3,Graduate,Yes,63833,27309,588,120,0,Rural,N,Yes
6067,Other,No,1,Not Graduate,Yes,30209,10864,570,120,1,Urban,Y,Yes
6068,Other,Yes,1,Not Graduate,No,16763,21781,426,60,0,Urban,N,Yes
6069,Male,Yes,1,Not Graduate,Yes,39256,29052,429,300,1,Urban,Y,Yes
6070,Other,No,2,Not Graduate,Yes,62191,12597,471,120,1,Urban,Y,Yes
6071,Female,No,2,Not Graduate,Yes,45105,541,268,360,0,Urban,N,Yes
6072,Other,No,2,Not Graduate,Yes,57410,37630,106,180,0,Semiurban,N,Yes
6073,Female,No,1,Not Graduate,No,16510,31983,163,120,1,Semiurban,Y,Yes
6074,Other,No,3,Graduate,No,70344,9398,295,180,0,Urban,N,Yes
6075,Male,Yes,3,Graduate,No,24864,24759,524,60,0,Semiurban,N,Yes
6076,Male,Yes,2,Graduate,No,68945,24105,117,60,0,Urban,N,Yes
6077,Other,Yes,3,Not Graduate,Yes,3645,40948,107,360,0,Rural,N,Yes
6078,Male,No,1,Graduate,No,64264,21118,353,240,0,Semiurban,N,Yes
6079,Other,No,2,Not Graduate,Yes,16926,13748,364,60,0,Rural,N,Yes
6080,Male,Yes,2,Graduate,Yes,4113,21073,125,240,1,Urban,N,Yes
6081,Female,Yes,1,Graduate,Yes,55739,42216,352,300,1,Semiurban,Y,Yes
6082,Other,No,2,Not Graduate,Yes,52213,14132,672,180,0,Semiurban,Y,Yes
6083,Female,Yes,1,Graduate,No,28811,10943,673,300,0,Rural,Y,Yes
6085,Other,Yes,3,Graduate,Yes,7592,39919,525,300,1,Semiurban,N,Yes
6086,Female,No,2,Graduate,No,27552,31081,51,60,0,Urban,N,Yes
6087,Other,No,2,Graduate,No,64898,36548,89,360,1,Semiurban,Y,Yes
6089,Other,No,0,Not Graduate,Yes,22744,16255,106,60,0,Semiurban,N,Yes
6090,Other,Yes,3,Graduate,No,25046,30888,561,120,0,Semiurban,N,Yes
6091,Male,Yes,1,Graduate,Yes,67932,31608,61,120,1,Urban,Y,Yes
6092,Other,No,0,Not Graduate,No,26084,9401,507,360,1,Urban,Y,Yes
6093,Other,No,3,Graduate,Yes,39398,54400,373,180,1,Urban,Y,Yes
6094,Female,No,2,Graduate,Yes,35477,45694,635,240,1,Rural,Y,Yes
6095,Other,Yes,2,Not Graduate,Yes,72405,32421,590,360,0,Urban,N,Yes
6096,Male,Yes,1,Graduate,Yes,8200,49625,141,240,1,Semiurban,Y,Yes
6097,Female,Yes,1,Graduate,No,5039,40057,388,360,0,Semiurban,N,Yes
6098,Female,No,3,Not Graduate,No,64356,19163,420,360,0,Rural,N,Yes
6099,Male,Yes,3,Not Graduate,No,9634,5036,668,300,0,Semiurban,N,Yes
6100,Female,Yes,1,Not Graduate,No,67899,48918,305,300,1,Rural,Y,Yes
6101,Female,Yes,3,Not Graduate,Yes,4724,31657,550,300,1,Urban,N,Yes
6102,Female,Yes,1,Graduate,Yes,5455,20726,147,360,0,Rural,Y,Yes
6103,Female,No,2,Not Graduate,No,57447,26517,95,300,0,Semiurban,Y,Yes
6104,Male,No,1,Not Graduate,No,29612,12475,69,60,1,Rural,N,Yes
6105,Male,No,0,Graduate,No,43456,11547,108,360,1,Semiurban,Y,Yes
6106,Female,Yes,1,Not Graduate,No,45773,25132,289,300,1,Urban,Y,Yes
6107,Female,Yes,1,Not Graduate,No,6061,16515,425,240,0,Rural,N,Yes
6108,Male,Yes,0,Graduate,Yes,35001,23417,85,180,1,Urban,Y,Yes
6109,Male,No,0,Not Graduate,No,13586,37110,562,300,1,Semiurban,Y,Yes
6111,Female,No,0,Graduate,Yes,48209,30032,232,60,1,Semiurban,Y,Yes
6113,Other,No,3,Not Graduate,No,61434,42786,436,120,1,Semiurban,Y,Yes
6114,Male,Yes,0,Graduate,No,38656,32295,134,180,0,Semiurban,Y,Yes
6115,Female,No,2,Graduate,No,56595,28651,496,300,1,Urban,Y,Yes
6116,Male,No,1,Not Graduate,Yes,7006,24570,643,240,1,Urban,Y,Yes
6117,Female,No,3,Not Graduate,No,20470,6415,277,300,0,Urban,N,Yes
6118,Male,Yes,2,Not Graduate,No,25894,34662,98,60,1,Urban,Y,Yes
6119,Female,No,1,Graduate,Yes,20398,38227,351,360,1,Rural,Y,Yes
6120,Other,No,1,Not Graduate,Yes,48332,26328,665,120,0,Semiurban,N,Yes
6121,Other,No,2,Not Graduate,Yes,33780,3518,114,180,1,Rural,Y,Yes
6122,Male,Yes,0,Graduate,Yes,45086,38449,518,240,1,Rural,N,Yes
6123,Female,Yes,0,Not Graduate,No,29506,21460,421,120,0,Semiurban,N,Yes
6124,Female,No,2,Not Graduate,Yes,54020,42440,589,240,0,Urban,N,Yes
6125,Male,No,3,Not Graduate,Yes,16985,29396,643,120,0,Rural,N,Yes
6126,Female,No,0,Graduate,Yes,4462,49797,526,300,1,Semiurban,N,Yes
6128,Female,Yes,1,Not Graduate,Yes,37657,13704,58,360,0,Rural,N,Yes
6129,Male,No,3,Not Graduate,No,39777,1698,211,120,0,Rural,N,Yes
6130,Female,Yes,1,Graduate,Yes,14322,19954,453,240,1,Urban,N,Yes
6131,Male,No,0,Not Graduate,No,30762,45573,692,300,1,Semiurban,N,Yes
6132,Female,Yes,3,Graduate,No,17538,36194,690,180,1,Semiurban,N,Yes
6133,Other,Yes,0,Graduate,No,60125,44664,355,180,1,Urban,N,Yes
6134,Female,No,3,Graduate,Yes,6177,11416,697,60,1,Rural,Y,Yes
6135,Male,Yes,2,Graduate,No,30502,45384,146,300,1,Semiurban,Y,Yes
6136,Other,No,1,Graduate,Yes,22249,21169,539,60,0,Urban,N,Yes
6137,Female,Yes,3,Not Graduate,Yes,6197,4574,570,180,0,Semiurban,N,Yes
6138,Other,Yes,2,Graduate,No,38229,33158,327,240,1,Semiurban,Y,Yes
6139,Female,No,0,Not Graduate,Yes,27166,47678,551,60,1,Rural,N,Yes
6140,Other,No,2,Not Graduate,No,72117,12699,545,360,1,Semiurban,Y,Yes
6141,Male,Yes,0,Not Graduate,Yes,11692,17665,536,60,0,Rural,N,Yes
6142,Female,Yes,3,Graduate,No,4775,15936,372,300,0,Semiurban,N,Yes
6143,Female,No,3,Not Graduate,Yes,35656,29540,258,360,1,Semiurban,N,Yes
6144,Male,No,1,Not Graduate,No,3606,16890,58,360,0,Semiurban,Y,Yes
6145,Other,No,1,Not Graduate,Yes,60281,34490,352,300,1,Urban,Y,Yes
6146,Male,Yes,3,Graduate,Yes,10375,46999,341,120,0,Rural,N,Yes
6147,Male,No,0,Not Graduate,No,3819,17341,403,240,0,Urban,N,Yes
6148,Other,No,0,Graduate,Yes,34373,38626,51,300,0,Semiurban,N,Yes
6149,Male,Yes,3,Graduate,Yes,3783,26310,524,240,0,Rural,N,Yes
6150,Female,No,0,Not Graduate,No,53998,39205,557,360,1,Urban,Y,Yes
6151,Female,No,3,Not Graduate,No,10560,49914,113,360,1,Urban,Y,Yes
6152,Female,No,1,Graduate,No,32168,5596,459,120,1,Rural,Y,Yes
6153,Male,No,0,Graduate,No,68927,5949,680,360,1,Rural,Y,Yes
6154,Female,Yes,1,Not Graduate,No,27264,46784,160,300,1,Urban,Y,Yes
6155,Female,No,2,Not Graduate,Yes,49801,30386,467,240,1,Rural,Y,Yes
6156,Female,No,1,Not Graduate,No,50359,6621,257,120,0,Semiurban,N,Yes
6157,Female,No,2,Not Graduate,Yes,31036,15107,141,60,1,Urban,N,Yes
6158,Female,No,1,Not Graduate,Yes,8318,2889,127,300,0,Rural,N,Yes
6159,Female,No,1,Graduate,Yes,66371,40545,567,240,0,Rural,N,Yes
6160,Male,No,0,Graduate,Yes,57714,17726,95,240,0,Rural,Y,Yes
6161,Female,Yes,1,Graduate,Yes,33544,33433,674,180,0,Semiurban,Y,Yes
6162,Female,Yes,3,Graduate,No,23823,39983,577,180,0,Urban,N,Yes
6163,Other,Yes,0,Graduate,No,52828,28656,300,300,0,Semiurban,N,Yes
6164,Male,No,0,Not Graduate,No,19978,9828,503,120,0,Rural,N,Yes
6165,Male,No,0,Graduate,No,31460,28085,505,240,0,Urban,N,Yes
6166,Male,No,1,Not Graduate,No,47111,23002,299,240,0,Rural,N,Yes
6167,Male,Yes,0,Graduate,No,6324,15281,609,300,0,Urban,Y,Yes
6168,Female,No,2,Graduate,Yes,58578,31471,674,120,1,Rural,N,Yes
6169,Female,Yes,2,Not Graduate,No,5934,7753,225,60,1,Semiurban,N,Yes
6170,Other,No,1,Graduate,No,8033,8741,659,360,0,Semiurban,N,Yes
6171,Other,No,0,Graduate,No,9086,2005,461,60,0,Urban,N,Yes
6172,Male,Yes,3,Graduate,No,40101,27141,463,120,0,Semiurban,N,Yes
6173,Other,Yes,3,Graduate,No,46945,41718,334,360,1,Urban,Y,Yes
6174,Other,Yes,2,Not Graduate,Yes,21894,49475,524,240,0,Rural,Y,Yes
6175,Male,Yes,1,Graduate,Yes,64113,7364,355,180,1,Semiurban,Y,Yes
6176,Male,Yes,1,Graduate,Yes,43832,10117,564,180,0,Rural,N,Yes
6177,Other,Yes,1,Graduate,No,5887,24686,498,300,0,Semiurban,N,Yes
6178,Female,No,1,Graduate,No,45001,1823,272,60,0,Rural,Y,Yes
6179,Other,Yes,1,Graduate,No,21015,20005,330,120,0,Semiurban,N,Yes
6180,Other,No,0,Graduate,Yes,20789,1138,626,120,0,Semiurban,N,Yes
6181,Female,No,0,Graduate,Yes,59784,34488,256,360,1,Rural,Y,Yes
6182,Female,No,0,Graduate,No,9115,49875,428,300,1,Semiurban,N,Yes
6183,Male,No,3,Not Graduate,No,31821,23015,531,120,0,Urban,N,Yes
6184,Male,No,0,Not Graduate,Yes,25879,2412,672,300,1,Rural,N,Yes
6185,Other,Yes,1,Not Graduate,Yes,56642,13795,323,360,1,Urban,Y,Yes
6186,Female,Yes,1,Graduate,Yes,63780,33534,330,60,0,Urban,N,Yes
6187,Male,Yes,3,Graduate,No,52157,13119,405,240,0,Rural,N,Yes
6188,Other,No,3,Not Graduate,Yes,35717,11573,434,300,0,Urban,N,Yes
6189,Female,Yes,2,Not Graduate,No,63262,43120,186,180,0,Urban,N,Yes
6190,Other,No,3,Not Graduate,No,43971,9485,218,240,1,Urban,Y,Yes
6191,Male,No,2,Not Graduate,No,74040,26943,327,120,0,Urban,N,Yes
6192,Male,No,0,Graduate,Yes,66823,4017,279,60,0,Urban,N,Yes
6193,Female,No,1,Not Graduate,Yes,27742,37038,543,360,1,Rural,Y,Yes
6194,Other,Yes,2,Graduate,Yes,29520,23570,243,360,0,Rural,N,Yes
6195,Female,Yes,2,Not Graduate,Yes,17833,46282,538,180,1,Urban,Y,Yes
6196,Male,Yes,2,Graduate,No,54347,24512,325,300,0,Urban,N,Yes
6197,Male,Yes,3,Graduate,No,64475,28797,264,180,1,Urban,Y,Yes
6198,Other,Yes,3,Graduate,No,11143,9186,251,300,0,Urban,N,Yes
6199,Other,No,3,Graduate,No,51538,46546,625,180,0,Rural,N,Yes
6200,Other,Yes,2,Not Graduate,Yes,66795,22781,111,180,0,Rural,N,Yes
6201,Female,No,0,Graduate,No,20239,34619,182,360,0,Urban,N,Yes
6202,Other,No,1,Graduate,Yes,30240,27552,169,300,0,Urban,N,Yes
6203,Other,No,3,Not Graduate,No,3553,6910,206,180,1,Rural,Y,Yes
6204,Male,Yes,0,Not Graduate,Yes,27518,3871,338,60,0,Urban,N,Yes
6205,Male,No,3,Not Graduate,No,16612,14627,405,60,1,Urban,Y,Yes
6207,Other,Yes,2,Graduate,Yes,28804,28586,508,60,1,Semiurban,Y,Yes
6208,Male,No,2,Not Graduate,No,44154,45254,461,60,0,Urban,Y,Yes
6209,Other,No,3,Graduate,Yes,43106,9414,551,60,0,Urban,N,Yes
6210,Female,No,1,Not Graduate,No,58146,40749,556,360,0,Rural,N,Yes
6211,Female,Yes,3,Graduate,Yes,12617,25516,323,360,1,Urban,Y,Yes
6212,Female,No,1,Not Graduate,Yes,18398,44211,280,360,1,Urban,N,Yes
6213,Other,No,0,Not Graduate,Yes,5693,39129,627,360,0,Urban,N,Yes
6214,Male,Yes,3,Not Graduate,Yes,33971,47733,277,180,1,Semiurban,Y,Yes
6215,Other,Yes,1,Not Graduate,No,70507,49969,479,60,1,Rural,Y,Yes
6216,Other,No,0,Graduate,Yes,57554,47936,194,180,0,Urban,N,Yes
6217,Male,Yes,0,Not Graduate,Yes,72309,20300,210,60,0,Urban,Y,Yes
6218,Male,Yes,2,Graduate,Yes,43677,7487,338,360,1,Rural,Y,Yes
6219,Male,Yes,0,Graduate,Yes,64113,34838,401,180,1,Semiurban,Y,Yes
6220,Female,Yes,2,Not Graduate,No,52838,8828,133,180,1,Semiurban,Y,Yes
6221,Other,Yes,0,Not Graduate,Yes,70603,48211,583,300,0,Semiurban,N,Yes
6222,Male,Yes,0,Graduate,No,25291,37574,174,120,1,Semiurban,N,Yes
6223,Other,Yes,1,Graduate,No,31497,6842,230,300,1,Urban,Y,Yes
6224,Female,No,1,Graduate,Yes,34969,43336,542,240,1,Urban,Y,Yes
6225,Female,Yes,2,Graduate,Yes,45084,20059,479,300,0,Urban,N,Yes
6226,Male,Yes,3,Graduate,Yes,19677,40629,93,120,0,Semiurban,N,Yes
6227,Male,Yes,1,Not Graduate,Yes,33245,48866,419,120,0,Urban,N,Yes
6228,Other,No,0,Not Graduate,No,56312,31430,468,300,0,Rural,N,Yes
6229,Male,Yes,2,Graduate,No,38314,18909,412,60,1,Rural,Y,Yes
6230,Other,Yes,2,Not Graduate,Yes,11267,29930,327,300,1,Rural,Y,Yes
6231,Male,No,2,Graduate,Yes,42812,39467,494,60,0,Semiurban,N,Yes
6232,Other,Yes,0,Not Graduate,No,6775,2635,266,240,0,Urban,N,Yes
6233,Other,No,1,Graduate,No,66078,22156,134,60,1,Urban,Y,Yes
6234,Other,No,3,Not Graduate,Yes,28875,23221,538,360,1,Semiurban,N,Yes
6235,Other,Yes,2,Not Graduate,Yes,50589,12406,386,120,1,Rural,Y,Yes
6236,Female,No,0,Graduate,Yes,6534,37927,128,360,0,Semiurban,Y,Yes
6237,Other,Yes,1,Not Graduate,Yes,70589,259,568,60,0,Rural,N,Yes
6238,Male,Yes,1,Graduate,Yes,42880,19380,505,240,0,Semiurban,Y,Yes
6239,Female,No,3,Graduate,Yes,21083,24192,338,180,1,Semiurban,Y,Yes
6240,Female,No,2,Not Graduate,No,64807,41025,533,180,1,Urban,Y,Yes
6241,Other,Yes,0,Graduate,No,54670,15733,405,60,0,Rural,N,Yes
6242,Female,Yes,1,Not Graduate,No,57720,28653,130,360,0,Urban,N,Yes
6243,Other,No,0,Not Graduate,No,45890,15593,171,300,0,Semiurban,N,Yes
6244,Male,Yes,1,Graduate,Yes,42600,24942,619,120,1,Rural,Y,Yes
6245,Other,Yes,2,Not Graduate,Yes,44329,48948,682,360,0,Urban,N,Yes
6246,Female,Yes,2,Graduate,No,6739,16032,551,300,0,Semiurban,Y,Yes
6247,Male,No,3,Graduate,Yes,23757,34434,97,240,0,Rural,N,Yes
6248,Other,Yes,1,Not Graduate,Yes,36107,25235,686,300,1,Urban,N,Yes
6249,Male,Yes,0,Graduate,Yes,5862,45955,458,240,1,Semiurban,N,Yes
6250,Male,Yes,1,Not Graduate,No,20487,48721,62,360,0,Semiurban,N,Yes
6251,Female,No,0,Not Graduate,No,31353,21383,273,180,0,Semiurban,N,Yes
6252,Male,No,3,Graduate,No,11984,28117,276,60,0,Urban,N,Yes
6253,Female,No,1,Not Graduate,No,26130,49512,413,120,0,Urban,N,Yes
6254,Male,Yes,2,Graduate,No,40279,5714,240,360,0,Urban,N,Yes
6255,Other,No,0,Graduate,No,43080,6043,517,180,0,Semiurban,N,Yes
6257,Other,No,3,Graduate,Yes,57557,7522,488,120,0,Urban,N,Yes
6258,Other,Yes,3,Not Graduate,No,44499,11553,272,300,1,Rural,N,Yes
6259,Male,No,0,Graduate,Yes,8356,43078,91,360,0,Urban,Y,Yes
6260,Other,Yes,1,Graduate,Yes,32778,28509,238,300,1,Rural,Y,Yes
6261,Male,Yes,2,Graduate,No,66192,36528,641,120,0,Semiurban,N,Yes
6262,Male,No,2,Not Graduate,Yes,55183,29784,87,360,0,Semiurban,N,Yes
6263,Other,Yes,0,Not Graduate,Yes,32980,8368,386,360,1,Rural,Y,Yes
6264,Other,No,0,Graduate,No,38819,6170,158,60,0,Urban,Y,Yes
6265,Female,No,0,Not Graduate,Yes,17065,40896,675,300,0,Semiurban,N,Yes
6266,Other,Yes,3,Not Graduate,No,13559,9504,413,300,0,Rural,N,Yes
6267,Female,Yes,3,Graduate,Yes,11656,39751,182,180,1,Semiurban,Y,Yes
6268,Other,No,2,Graduate,Yes,46210,31536,389,60,1,Urban,Y,Yes
6269,Male,No,1,Not Graduate,Yes,64988,29246,559,300,0,Urban,N,Yes
6271,Male,Yes,3,Not Graduate,No,32529,44007,353,180,1,Rural,Y,Yes
6272,Male,No,1,Graduate,No,21262,8722,103,300,1,Urban,Y,Yes
6273,Male,Yes,0,Not Graduate,No,68087,47381,203,360,1,Rural,Y,Yes
6274,Female,Yes,1,Not Graduate,Yes,40649,48102,423,300,0,Urban,Y,Yes
6275,Other,No,0,Not Graduate,Yes,56788,11609,476,60,0,Semiurban,N,Yes
6276,Male,No,1,Not Graduate,Yes,54686,44610,91,120,0,Rural,N,Yes
6277,Male,Yes,2,Graduate,Yes,45865,34029,656,180,0,Semiurban,Y,Yes
6278,Female,Yes,0,Graduate,No,39577,5282,664,360,0,Urban,N,Yes
6279,Other,Yes,0,Graduate,Yes,67327,19270,686,300,0,Rural,N,Yes
6280,Other,Yes,2,Not Graduate,No,63052,21326,391,120,0,Semiurban,N,Yes
6281,Female,No,0,Graduate,Yes,39409,28964,211,180,1,Rural,N,Yes
6282,Female,Yes,0,Not Graduate,Yes,31080,21531,266,180,1,Semiurban,Y,Yes
6283,Other,No,3,Not Graduate,No,31195,45960,89,180,0,Urban,N,Yes
6284,Female,No,2,Graduate,No,69192,24354,680,360,0,Semiurban,N,Yes
6285,Other,No,3,Not Graduate,No,18609,15983,672,300,0,Urban,Y,Yes
6286,Other,Yes,2,Not Graduate,No,22535,38639,678,360,0,Rural,N,Yes
6287,Male,Yes,1,Not Graduate,Yes,7110,18162,542,240,1,Rural,Y,Yes
6288,Male,No,2,Graduate,No,10207,37528,74,300,0,Rural,N,Yes
6289,Other,No,2,Graduate,No,65544,20744,334,240,1,Rural,Y,Yes
6290,Other,No,3,Graduate,Yes,51637,34748,116,300,0,Urban,Y,Yes
6291,Other,No,0,Graduate,Yes,36074,28128,352,180,0,Rural,N,Yes
6292,Other,Yes,2,Graduate,Yes,44664,24976,527,360,1,Urban,N,Yes
6293,Other,No,0,Graduate,Yes,46872,22987,265,240,1,Semiurban,Y,Yes
6294,Other,Yes,2,Graduate,No,15185,45832,154,180,1,Semiurban,N,Yes
6295,Female,Yes,3,Graduate,No,23878,20021,482,180,1,Rural,N,Yes
6296,Other,Yes,2,Graduate,Yes,4396,23684,670,60,1,Urban,Y,Yes
6297,Female,Yes,1,Graduate,No,6460,25790,99,240,1,Semiurban,Y,Yes
6298,Female,No,2,Not Graduate,No,54314,1147,261,300,0,Urban,N,Yes
6299,Other,Yes,2,Graduate,Yes,48389,5550,651,240,1,Semiurban,Y,Yes
6300,Other,No,0,Not Graduate,No,10676,23769,438,360,1,Rural,Y,Yes
6301,Female,Yes,0,Not Graduate,No,40312,44908,318,120,0,Semiurban,N,Yes
6302,Female,No,1,Graduate,Yes,6148,35218,240,300,0,Rural,N,Yes
6303,Other,No,2,Graduate,No,15272,7138,344,180,0,Rural,Y,Yes
6304,Other,No,0,Not Graduate,No,69363,16502,478,60,1,Semiurban,Y,Yes
6305,Female,No,2,Graduate,Yes,5655,16328,66,240,1,Rural,N,Yes
6307,Female,Yes,3,Not Graduate,Yes,58863,9065,492,60,1,Urban,Y,Yes
6308,Male,No,1,Graduate,Yes,64045,8565,404,120,0,Urban,N,Yes
6309,Female,Yes,3,Graduate,Yes,48517,32079,641,60,1,Semiurban,Y,Yes
6310,Male,No,0,Not Graduate,Yes,46638,1194,620,240,0,Semiurban,N,Yes
6311,Other,Yes,0,Not Graduate,Yes,57322,39255,401,120,1,Semiurban,Y,Yes
6312,Other,Yes,1,Not Graduate,Yes,7222,29533,530,300,1,Urban,N,Yes
6313,Female,Yes,2,Graduate,No,54141,19865,427,240,1,Urban,Y,Yes
6314,Other,No,0,Not Graduate,Yes,13716,45356,441,240,0,Semiurban,N,Yes
6315,Other,Yes,3,Graduate,No,63644,5615,79,120,1,Rural,Y,Yes
6316,Other,No,0,Graduate,Yes,72716,40226,180,360,0,Rural,N,Yes
6317,Other,No,1,Graduate,Yes,4382,15084,450,60,1,Semiurban,N,Yes
6319,Male,Yes,3,Graduate,No,67347,31156,100,120,1,Rural,Y,Yes
6320,Female,No,3,Graduate,No,7167,26725,641,60,1,Semiurban,Y,Yes
6321,Female,No,1,Not Graduate,Yes,61373,34825,241,240,0,Semiurban,N,Yes
6322,Female,No,1,Not Graduate,No,51721,44072,123,120,0,Semiurban,N,Yes
6323,Other,No,2,Graduate,Yes,31823,18801,428,120,0,Semiurban,N,Yes
6324,Other,No,2,Not Graduate,Yes,63972,49277,552,240,0,Rural,N,Yes
6325,Male,No,2,Graduate,No,57534,35600,521,240,1,Semiurban,Y,Yes
6326,Male,Yes,1,Graduate,Yes,15315,37246,160,360,1,Semiurban,N,Yes
6327,Female,No,3,Graduate,Yes,27121,22854,417,360,1,Semiurban,Y,Yes
6328,Male,No,3,Not Graduate,No,74736,46414,226,360,0,Urban,Y,Yes
6329,Male,Yes,0,Not Graduate,Yes,25126,14142,69,60,0,Urban,N,Yes
6330,Male,Yes,2,Graduate,Yes,64581,17393,254,240,0,Rural,Y,Yes
6331,Male,Yes,3,Graduate,No,29123,3778,590,300,0,Semiurban,N,Yes
6332,Male,No,3,Graduate,No,54036,33709,571,360,1,Semiurban,N,Yes
6333,Female,Yes,3,Graduate,Yes,18590,36371,58,180,1,Semiurban,Y,Yes
6334,Female,Yes,3,Not Graduate,Yes,49265,36748,624,60,0,Urban,N,Yes
6336,Female,No,2,Not Graduate,No,70720,37136,201,300,1,Urban,Y,Yes
6337,Other,No,3,Not Graduate,Yes,25701,47068,129,360,1,Semiurban,N,Yes
6338,Male,No,3,Not Graduate,No,44178,41461,593,180,0,Semiurban,N,Yes
6339,Other,Yes,3,Graduate,No,40118,44778,565,240,0,Urban,Y,Yes
6340,Female,No,3,Not Graduate,No,28387,48614,175,180,0,Semiurban,Y,Yes
6341,Female,Yes,0,Graduate,Yes,60613,32671,557,360,1,Urban,Y,Yes
6342,Other,No,3,Graduate,Yes,49666,31970,424,120,0,Rural,N,Yes
6343,Female,Yes,3,Not Graduate,Yes,42135,1250,583,120,1,Urban,N,Yes
6344,Male,No,3,Not Graduate,Yes,32554,43348,200,180,1,Rural,Y,Yes
6345,Other,No,0,Graduate,Yes,45146,18703,267,240,0,Semiurban,N,Yes
6346,Male,No,1,Graduate,No,15988,38678,331,300,0,Urban,Y,Yes
6348,Female,Yes,3,Not Graduate,No,19456,2957,669,60,0,Semiurban,N,Yes
6349,Other,Yes,1,Not Graduate,Yes,73578,22722,244,300,1,Urban,Y,Yes
6350,Other,No,3,Not Graduate,Yes,32214,13894,475,240,0,Semiurban,N,Yes
6351,Male,Yes,1,Not Graduate,No,64405,25772,613,120,1,Rural,Y,Yes
6352,Female,No,3,Graduate,No,14034,32754,113,240,1,Urban,N,Yes
6353,Male,No,3,Not Graduate,No,3877,36042,222,360,1,Semiurban,Y,Yes
6354,Female,No,1,Graduate,No,65718,25632,446,300,1,Semiurban,N,Yes
6355,Male,Yes,1,Not Graduate,Yes,61100,43218,209,360,1,Rural,Y,Yes
6356,Other,No,3,Not Graduate,Yes,12642,29484,479,240,1,Urban,Y,Yes
6357,Male,Yes,0,Not Graduate,No,68143,47856,100,240,0,Urban,N,Yes
6358,Female,No,0,Graduate,Yes,53483,33387,264,180,0,Semiurban,N,Yes
6359,Female,No,0,Graduate,Yes,68293,34674,669,180,0,Rural,N,Yes
