Emp ID,Age in Yrs.,Weight in Kgs.,Age in Company (Years),Salary,Sales,State
123215,52.43,57,11.6,149860,404622,PA
123216,35.84,86,7.56,105328,147459.2,GA
123217,40.58,84,7.99,174196,505168.4,MO
123218,32.25,56,2.47,45953,73524.8,NE
123220,49.2,67,23.82,70290,49203,LA
123223,38.69,51,9.44,54841,65809.2,IN
123224,24.47,67,2.87,192576,442924.8,AR
123227,33.77,50,1.76,157538,157538,AR
123231,48.26,87,19.57,115077,287692.5,TX
123233,45.22,55,14.85,109726,142643.8,SD
123235,37.68,64,1.92,168496,168496,CA
123238,58.22,40,7.46,79434,174754.8,MA
123240,55.88,77,8.52,81504,48902.4,PA
123241,45.68,71,5.87,135528,271056,OH
123245,59.92,45,0.68,48536,145608,PA
123246,35.63,51,12.29,117404,293510,FL
123247,45.43,50,2.8,80295,80295,NE
123249,58.24,83,27.89,151233,166356.3,LA
123251,56.56,42,15.28,106702,138712.6,MO
123252,54.48,70,4.07,145882,145882,MD
123253,52.18,69,7.9,59495,77343.5,MO
123257,57.46,80,28.28,44046,132138,TN
123258,45.6,78,3.1,132504,132504,NE
123259,39.53,73,3.67,60961,42672.7,MT
123260,48.7,66,8.78,127153,190729.5,IL
123261,38.15,46,9.61,131899,197848.5,AK
123264,33.44,52,7.82,146138,306889.8,OH
123266,43.05,47,4.17,136041,258477.9,MI
123271,41.13,52,13.24,53795,86072,MO
123272,50.04,82,6.34,115241,161337.4,FL
123275,55.01,58,10.11,87624,236584.8,KY
123276,39.4,41,9.4,168660,371052,AZ
123278,54,45,12.52,178152,195967.2,TN
123279,33.97,72,5.05,64753,161882.5,NC
123280,32.32,53,6.19,103934,114327.4,TN
123286,48.3,54,8.05,196533,196533,NM
123294,54.33,57,9.52,67080,147576,TX
123295,50.37,49,28.92,79249,39624.5,NM
123297,50.51,64,23.58,199465,119679,PA
123298,47.03,76,5.16,113078,79154.6,CA
123300,38.53,57,11.05,198860,576694,IL
123301,56.43,70,3.19,115148,195751.6,TX
123302,38.62,46,15.88,55773,161741.7,NY
123306,59.81,86,3.66,116614,116614,WA
123309,23.31,60,1.09,172709,414501.6,PA
123310,38.42,77,12.55,59310,29655,MO
123314,26.67,83,4.15,93139,204905.8,TX
123315,55.97,89,30.38,48608,140963.2,KS
123316,42.77,60,11.99,53354,26677,AZ
123322,43.17,46,4.8,47398,132714.4,CA
123324,38.32,55,7.02,56890,51201,DE
123326,41.22,40,11.54,127829,127829,OH
123327,28.88,47,0.51,120407,252854.7,LA
123328,44.37,78,5.43,194021,155216.8,NJ
123332,37.35,77,2.44,53005,53005,AL
123334,37,69,8.51,153631,445529.9,PA
123335,24.33,48,3.26,177967,338137.3,NY
123339,53.64,61,19.75,101073,171824.1,KS
123343,56.13,59,26.67,161914,453359.2,NE
123344,40.43,47,10.62,151817,197362.1,PA
123353,57.57,47,16.5,145256,130730.4,TX
123356,29.26,46,1.28,181760,454400,IL
123357,59.07,55,25.47,102795,308385,MA
123359,29.98,86,6.93,97444,292332,PA
123367,50.98,66,28.04,100981,90882.9,PA
123368,32.48,45,10.53,189438,94719,NM
123371,37.96,43,15.38,51098,61317.6,TX
123372,46.12,41,13.02,146978,352747.2,VA
123377,56.15,42,2.16,79576,167109.6,OR
123378,32.1,55,5.43,84322,50593.2,MO
123381,23.2,49,1.36,49283,54211.3,GA
123383,54.07,63,13.84,191765,287647.5,IN
123386,27.12,54,5.7,114871,160819.4,UT
123388,40.12,49,4.49,188485,320424.5,NC
123391,43.39,79,16.18,69735,209205,RI
123393,31.63,69,6.21,197372,157897.6,CO
123395,34.56,51,13.22,130576,143633.6,MS
123396,28.09,86,0.54,93466,271051.4,WA
123399,33.55,59,1.63,183995,202394.5,TX
123401,32.09,57,0.98,55752,50176.8,KY
123402,40.49,60,10.52,60498,120996,AR
123403,47.87,86,5.71,57823,109863.7,NY
123406,52.4,59,0.53,79483,71534.7,WA
123408,47.49,73,3.05,108566,314841.4,IN
123410,26.98,67,4.61,91047,245826.9,OH
123411,32.75,51,6.92,199095,199095,PA
123413,44.68,66,7.18,56008,168024,VA
123415,26.88,81,5.69,134368,201552,CA
123416,35.25,52,3.17,112103,212995.7,FL
123417,51.73,83,29.27,109427,218854,WV
123418,45.19,84,6.46,190463,171416.7,PA
123419,41.94,45,19.85,183041,402690.2,PA
123424,26.3,74,1.46,150073,240116.8,CA
123426,54.63,49,28.27,98120,255112,KY
123427,32.56,75,11.56,95444,200432.4,IL
123429,21.48,47,0.4,90093,234241.8,KY
123430,46.16,62,4.07,158961,143064.9,FL
123434,43.17,49,13.37,79391,222294.8,KY
123439,25.65,72,4.5,110544,331632,IL
123443,37.92,59,9.61,198397,99198.5,PA
123446,26.14,50,1.26,143768,316289.6,SC
123447,27.81,69,1.01,141093,225748.8,NC
123449,41.11,48,11.46,143164,186113.2,PA
123450,35.27,57,13.02,197187,276061.8,KY
123451,33.02,56,1.62,98632,98632,FL
123452,56.77,42,13.16,95957,134339.8,MS
123453,41.77,50,0.63,184414,276621,TX
123455,35.26,59,11.16,179063,250688.2,NM
123456,48.48,41,5.69,176388,405692.4,WI
123459,46.35,41,22.93,102169,255422.5,TX
123461,43.76,82,12.96,138673,346682.5,TX
123463,27.83,43,2.02,57033,142582.5,MI
123465,55.18,57,27.05,81369,154601.1,TN
123466,22.8,80,1.33,93537,56122.2,NY
123469,24.37,89,1.26,169222,203066.4,CA
123472,52.01,90,17.3,87581,227710.6,OH
123477,40.99,51,3.53,96469,183291.1,PA
123478,59.77,50,22.11,170083,408199.2,TX
123479,41.12,42,11.12,71528,121597.6,PA
123480,47.57,60,9.94,137720,220352,IN
123486,33.56,75,11.27,70318,147667.8,WV
123487,43.67,66,16.56,40631,20315.5,AR
123490,56.66,54,34.7,138581,304878.2,CA
123491,47.92,47,20.79,143327,315319.4,CA
123498,52.27,90,25.22,161708,242562,WA
123499,53.99,45,32.85,117176,269504.8,ID
123500,40.78,43,9.73,156356,375254.4,MD
123501,36.41,83,6.74,141513,254723.4,CA
123502,46.42,50,11.65,69969,76965.9,CT
123503,38.78,80,4.14,101728,71209.6,MO
123506,40.07,58,3.75,130810,366268,WA
123508,49.2,59,0.2,174737,279579.2,LA
123509,35.28,83,8.47,95772,124503.6,NV
123511,37.41,65,14.89,55987,151164.9,NJ
123512,44.6,67,14.75,124854,124854,OR
123514,32.99,56,6.71,85069,170138,CA
123517,57.04,44,1.55,118898,309134.8,MA
123518,59.36,60,27.31,77043,69338.7,MI
123520,22.77,64,1.1,120969,326616.3,MO
123523,35.37,67,2.73,100774,241857.6,NE
123524,33.41,45,2.21,90677,63473.9,MI
123529,48.07,70,1.97,52962,52962,LA
123530,41.59,53,10.92,69877,153729.4,FL
123531,57.81,75,15.81,82045,90249.5,TX
123532,43.01,77,2.35,101635,284578,MN
123535,36.78,60,6.86,135464,149010.4,UT
123537,58.16,53,1.36,152379,121903.2,AL
123538,43.45,58,11.22,95679,47839.5,TX
123545,28.8,54,4.4,197771,177993.9,OK
123546,49.03,42,27.3,84372,185618.4,ID
123547,54.74,70,0.53,54684,136710,GA
123549,39.1,60,14.21,189744,265641.6,PA
123552,21.33,59,0,139862,279724,NC
123554,30.73,90,5.52,80487,160974,IL
123557,26.39,69,0.96,185859,130101.3,VA
123558,47.14,73,12.05,50194,75291,IN
123559,48.97,52,1.6,180508,198558.8,WV
123561,27.17,49,3.29,155567,373360.8,WA
123563,30.98,82,2,46914,117285,VT
123565,44.55,54,3.04,132696,172504.8,OH
123566,57.74,55,2.12,88165,132247.5,VT
123570,44.71,54,5.94,65294,110999.8,CA
123571,41.44,52,8.3,84884,101860.8,NY
123572,55.98,59,22.77,74787,67308.3,IN
123573,29.63,69,0.14,170666,477864.8,WI
123575,53.86,40,8.85,180159,360318,IA
123577,36.19,57,2.18,51916,109023.6,GA
123579,54.5,40,33.07,80999,97198.8,PA
123582,47.17,43,3.5,53382,58720.2,NM
123585,22.16,56,0.7,143911,302213.1,ND
123593,25.31,55,4.15,86001,258003,UT
123594,42.19,58,17.9,117760,164864,WA
123598,24.28,59,0.93,109733,87786.4,AZ
123603,39.41,55,13.69,167898,470114.4,GA
123606,23.94,55,2.92,83582,242387.8,AZ
123607,56.56,59,2.16,137606,233930.2,SD
123609,43.45,79,2.52,196376,314201.6,CA
123610,36.54,61,2.21,174111,365633.1,CT
123611,41.8,77,2.1,156591,297522.9,SC
123616,39.37,50,10.03,77021,200254.6,KY
123617,39.95,62,12.67,158057,316114,NY
123621,46.52,65,25.26,169620,152658,NY
123624,36.01,40,2.55,65714,124856.6,LA
123627,35.02,56,2.95,190676,343216.8,AL
123628,28.01,43,1.74,168411,168411,MA
123629,50.64,85,8.68,62434,131111.4,VA
123630,43.11,48,14.29,177903,480338.1,FL
123635,24.53,83,2.6,186791,504335.7,WI
123638,27.46,51,1.62,41029,106675.4,IA
123641,24.77,59,1.1,84955,186901,WI
123643,51.71,53,12.44,106616,255878.4,NJ
123644,25.34,73,2.74,126206,63103,NJ
123645,52.82,63,27.25,199820,159856,KY
123647,58.63,53,37.06,174879,314782.2,NY
123651,24.09,40,1.36,68297,47807.9,OH
123652,26.98,83,5.17,198611,456805.3,WA
123654,40.85,49,19.63,112224,246892.8,NY
123658,35.02,59,13.19,89353,160835.4,CA
123659,38.83,44,4.75,86677,156018.6,TX
123669,47.4,66,16.33,134140,402420,CO
123671,41.07,55,7.05,74765,104671,MA
123672,55.74,66,28.83,175391,298164.7,MO
123675,25.65,48,1.63,155196,294872.4,WV
123677,30.78,76,4.32,179533,287252.8,KY
123679,33.49,68,0.46,189025,453660,MI
123681,57.46,50,27.08,191096,554178.4,AZ
123684,45.62,50,23.11,45334,81601.2,MI
123689,47.39,48,3,118343,284023.2,IA
123691,39.89,50,8.9,169692,305445.6,SD
123692,57.29,72,2.56,98148,137407.2,CT
123693,44.68,61,8.55,171762,360700.2,WY
123694,50.68,45,10.9,149497,284044.3,IL
123696,40.34,60,16.68,193423,444872.9,AR
123697,29.02,67,5.51,114458,331928.2,NY
123698,44.02,60,18.73,77348,123756.8,AR
123700,40.93,42,15.35,121275,339570,MO
123701,48.82,47,15.59,126021,201633.6,VA
123706,40.35,59,7.52,122741,306852.5,GA
123707,47.16,52,6.46,43776,26265.6,SC
123713,53.55,77,8.75,87097,243871.6,WY
123714,33.14,47,12.03,111434,55717,VA
123717,22.9,60,1.87,174950,244930,CA
123721,21.41,76,0.07,125068,112561.2,MA
123722,46.43,82,1.01,100126,200252,TX
123723,57.13,85,7.19,112295,202131,MS
123724,26.18,40,3.4,109619,109619,MS
123728,38.01,86,9.47,150870,120696,CA
123731,40.4,57,8.24,157687,441523.6,WI
123732,47.92,72,23.49,177277,514103.3,IA
123735,43.6,55,2.09,176672,494681.6,AR
123736,34.05,52,10.33,181419,235844.7,SC
123738,46.82,59,23.3,190911,133637.7,CA
123740,53.86,45,10.45,151126,241801.6,NC
123746,44.75,78,10.06,41869,33495.2,SD
123753,33.05,68,7.12,60249,78323.7,MI
123754,29.25,48,3.78,52827,158481,OH
123757,21.93,67,0.81,135934,203901,MT
123758,55.43,59,30.58,189958,569874,NM
123759,55.99,43,8.49,96149,269217.2,CA
123760,55.72,79,21.64,150173,90103.8,WV
123761,21.76,77,0.65,189353,454447.2,NC
123762,50.53,57,11.04,144821,246195.7,LA
123764,31.7,52,1.96,188748,320871.6,MI
123768,47.45,76,25.61,42986,55881.8,OK
123770,30.44,61,4.43,163202,97921.2,FL
123772,54.54,48,8.59,172694,414465.6,CT
123773,57.14,57,11.69,66717,180135.9,CT
123774,58.92,58,33.48,125488,263524.8,TX
123775,46.58,40,3.71,179511,179511,MN
123776,46.73,68,2.4,115390,161546,ND
123777,29.53,45,7.94,85703,85703,MN
123778,52.15,56,25.75,68183,197730.7,NM
123780,24.69,52,1.1,112110,168165,CA
123786,22.33,77,0.14,44708,53649.6,ID
123787,29.12,46,1.8,103478,206956,CA
123788,59.87,51,8.86,108224,64934.4,OH
123790,50.34,52,1.2,63693,114647.4,MN
123791,42.03,56,20.08,194007,135804.9,KS
123798,44.21,68,9.72,109085,207261.5,WI
123802,32.52,59,7.1,147661,324854.2,IL
123805,22.72,58,0.29,120044,324118.8,CA
123806,49.62,57,28.39,124790,174706,OH
123807,45.85,77,15.96,186236,111741.6,AR
123810,48.19,50,10.98,101920,50960,MI
123818,42.04,45,2.87,98034,215674.8,SC
123824,43.81,49,21.57,156200,218680,MI
123826,30.21,90,8.53,165692,331384,CT
123829,54.16,49,28.28,46942,32859.4,NE
123835,54.41,52,5.91,173975,417540,WA
123836,41.56,81,0.37,107178,225073.8,IL
123837,47.98,43,10.47,183468,238508.4,KS
123838,33.94,44,3.35,165949,464657.2,WV
123840,37.18,83,8.26,155851,171436.1,MD
123841,46.99,60,14.07,195031,195031,UT
123842,33.21,41,4.28,165344,380291.2,TN
123850,41.94,44,1.31,188470,471175,FL
123851,31.19,53,0.78,55481,160894.9,CT
123854,30.94,58,4.11,131166,301681.8,VA
123855,59.69,87,30.63,177768,462196.8,TX
123856,31.68,75,0.79,91381,109657.2,WV
123859,41.91,60,7.14,135307,243552.6,IL
123861,45.13,88,17.18,95522,47761,TX
123869,24.37,52,3.37,133493,347081.8,OH
123871,33.17,60,1.46,150407,165447.7,PA
123872,25.66,55,2.01,120720,265584,VA
123877,59.44,87,32.22,53318,69313.4,IL
123878,35.59,70,6.94,99920,109912,NY
123881,41.5,53,15.73,91893,202164.6,NC
123882,36.68,77,10.2,168183,420457.5,IL
123883,31.87,66,9.96,131073,380111.7,IN
123887,22.95,55,0.75,66347,86251.1,ME
123888,43.44,47,2.16,90684,99752.4,VA
123889,36.19,50,11.87,75840,91008,MI
123890,27.23,63,1.66,58321,145802.5,UT
123891,42.02,46,10.3,112344,258391.2,MN
123893,53.07,84,10.97,60391,181173,NY
123894,24.36,49,1.15,106993,256783.2,WV
123896,55.84,86,25.55,52364,120437.2,IN
123897,52.96,88,24.81,79376,230190.4,MN
123900,31.36,77,9.15,59182,136118.6,NY
123904,48.47,55,5.38,154456,417031.2,CA
123906,27.66,87,6.01,141683,410880.7,NC
123907,48.81,62,19.1,146430,190359,VA
123909,44.48,44,15.29,143754,71877,GA
123910,37.67,60,14.44,168090,100854,CA
123912,35.01,57,2.91,108715,108715,ME
123913,58.53,45,8.84,64184,96276,MO
123914,21.57,89,0.38,152642,290019.8,TX
123915,44.01,67,11.27,108110,227031,AR
123917,39.89,65,0.58,139869,237777.3,GA
123920,48.61,54,20.98,146686,205360.4,MT
123921,26.32,48,2.73,158854,349478.8,NE
123922,55.3,80,33.18,72467,57973.6,KY
123923,29.57,57,7.31,195358,390716,NV
123928,40.77,60,8.51,100945,282646,NY
123930,48.4,78,0.47,117859,212146.2,IA
123932,23.7,51,2.14,51062,132761.2,MA
123936,37.54,46,10.95,153759,215262.6,MI
123939,22.18,52,0.33,133564,227058.8,MA
123940,57.65,57,2.16,184912,166420.8,MS
123943,55.36,58,2.07,103272,237525.6,TX
123944,35.49,59,2.93,108018,162027,VA
123947,40.79,64,3.69,149269,238830.4,OH
123951,57.81,58,28.52,50109,25054.5,AR
123953,54.86,67,27.1,40011,64017.6,PA
123954,25.6,56,0.08,56926,79696.4,GA
123955,25.12,74,0.87,194661,97330.5,TX
123959,48.88,50,18.94,46223,110935.2,PA
123960,44.33,62,19.42,156947,329588.7,AL
123961,56.68,48,12.19,63138,170472.6,PA
123964,42.46,42,9.56,104389,62633.4,HI
123968,26.75,75,0.1,118628,59314,AR
123969,23.3,54,2.23,142964,228742.4,CA
123971,51.24,82,14.26,61323,85852.2,IL
123976,22.86,49,1.2,72887,80175.7,TX
123977,45.74,41,14.17,180935,398057,IN
123979,52.01,57,5.93,106716,106716,CO
123985,28.38,73,5.53,93338,261346.4,VA
123990,41.85,85,5.13,104901,188821.8,IL
123991,42.3,82,15.75,178515,107109,MT
123994,29.84,68,3.77,74609,59687.2,AR
123995,53.53,77,16.57,98945,227573.5,NC
123999,45.13,65,0.42,182052,291283.2,KY
124000,38.91,48,9.44,95665,47832.5,MO
124001,46.96,53,20.61,100411,60246.6,AR
124008,35.99,68,14.67,155901,218261.4,TX
124012,55.05,49,18.75,83753,184256.6,AL
124015,35.88,87,9.3,189125,302600,GA
124022,44.35,50,23.13,173071,467291.7,VT
124023,50.09,82,23.4,162974,97784.4,AL
124024,46.43,54,6.04,98853,296559,IN
124032,52.98,57,18.67,45690,91380,AR
124033,55.47,51,29,148991,268183.8,TX
124036,47.69,64,26.2,72097,216291,NY
124039,44.62,54,9.88,150457,285868.3,FL
124040,56.05,87,23.56,189637,568911,IN
124041,33.02,54,1,110672,55336,OR
124045,47.61,53,20.33,191103,305764.8,ID
124046,22.86,60,0.53,99970,79976,CA
124048,39.72,57,16.7,163486,392366.4,NE
124051,51.53,54,17.78,81846,73661.4,FL
124053,56.24,60,32.62,167628,184390.8,KS
124056,32.84,87,3.46,125167,187750.5,OR
124057,22.84,89,1.34,137335,192269,MS
124060,50.47,53,8.22,109719,87775.2,CA
124063,23.13,67,0.24,47668,95336,IL
124065,43.02,81,0.36,121282,242564,IA
124067,48.67,57,26.66,101087,293152.3,IL
124068,32.15,63,2.61,169955,373901,VA
124069,43.38,64,21.88,98411,98411,IL
124073,51.28,53,12.75,68119,40871.4,CO
124076,28.19,57,5.48,74936,179846.4,PA
124077,45.08,43,7.71,52670,126408,VA
124078,48.87,69,21.55,182984,128088.8,IN
124080,44.34,81,11.5,143199,229118.4,TX
124084,21.61,59,0.01,44039,127713.1,IL
124085,35.65,73,5.3,139918,321811.4,FL
124088,52.48,50,4.35,188591,150872.8,TX
124089,46.83,60,18.07,102204,143085.6,WI
124091,41.39,54,10.1,168396,168396,TX
124094,26.72,40,0.6,125936,62968,WV
124095,47.61,72,20.25,157694,331157.4,PA
124096,36.05,80,6.83,150272,105190.4,AR
124097,35.37,59,10.53,174608,192068.8,ME
124098,32.05,44,6.32,117909,165072.6,TN
124099,33.1,47,11.61,191523,517112.1,CA
124105,30.38,47,0.13,87012,60908.4,AL
124106,34.93,52,4.36,106602,95941.8,TX
124112,38.44,43,7.42,149923,419784.4,MN
124116,27.33,59,1.1,77775,194437.5,WA
124118,60,59,19.57,72424,57939.2,KS
124120,29.05,56,6.09,146038,335887.4,MI
124122,44.39,54,4.28,140687,253236.6,WA
124123,41.19,63,4.41,110999,88799.2,WV
124125,44.04,54,6.33,51624,92923.2,NY
124127,39.22,42,7.81,61117,73340.4,CA
124129,58.39,51,28.29,166489,466169.2,CA
124131,50.73,61,29.28,107114,246362.2,ID
124132,57.28,85,17.44,42993,47292.3,FL
124134,43.57,50,11.97,101763,295112.7,CO
124135,40.88,56,14.4,190221,418486.2,OK
124137,25.35,52,2.26,108580,54290,GA
124139,36.36,85,5.75,95807,95807,TX
124141,37.47,61,3.15,134987,310470.1,MN
124142,59.02,70,29.9,56022,44817.6,LA
124145,38.12,89,15.62,112117,313927.6,NJ
124147,56.68,80,18.43,99344,99344,UT
124151,38.4,90,4.79,83895,201348,NY
124156,52.94,50,2.9,53603,85764.8,CA
124158,25.93,75,4.54,151553,287950.7,MI
124159,38.83,51,1.59,45576,36460.8,PA
124161,58.13,57,31.76,96924,203540.4,MO
124165,45.84,71,12.96,150343,135308.7,PA
124170,30.33,49,5.21,188919,113351.4,CT
124171,31.22,66,8.89,60676,91014,NE
124178,51.01,88,6.59,74310,74310,ND
124182,38.7,81,4.99,120307,204521.9,TX
124187,30.52,68,1.85,40737,85547.7,PA
124188,34.18,59,6.22,190641,305025.6,TX
124189,50.29,43,21.21,84663,220123.8,CA
124190,26.4,57,1.03,62398,81117.4,CA
124191,35.01,65,5.97,67144,67144,TX
124192,41.4,60,4.65,98902,227474.6,CT
124194,37.28,49,8.3,115817,231634,ME
124198,47.34,54,8.24,184080,220896,AR
124200,43.27,85,8.5,87595,105114,NY
124204,48.9,70,16.82,72147,79361.7,NY
124206,43.65,77,9.28,138339,304345.8,WV
124207,59.01,60,2.35,143085,386329.5,OK
124209,26.93,47,1.24,194433,544412.4,AK
124212,59.6,42,13.65,193828,542718.4,CA
124217,29.05,68,5.61,64981,97471.5,WI
124218,53.12,72,23.75,89317,160770.6,TX
124219,43.09,58,17.22,150763,331678.6,MI
124220,30.6,57,8.66,113654,79557.8,ID
124221,21.52,79,0.4,69122,124419.6,CA
124224,38.35,62,7.73,140061,266115.9,IL
124228,37.86,64,3.92,144202,201882.8,SC
124229,21.63,77,0.61,190804,400688.4,MT
124230,44.52,41,8.13,92249,119923.7,CA
124233,33.83,74,11.69,99066,287291.4,WI
124242,53.68,73,8.35,122193,134412.3,VA
124243,57.78,54,32.85,112095,291447,IN
124244,30.38,73,9.02,40552,48662.4,CA
124246,59.61,84,3.25,160768,112537.6,KS
124251,35.28,70,8.75,100788,80630.4,IA
124254,44.52,89,13.13,80593,177304.6,KS
124262,49.68,53,0.41,194853,409191.3,NE
124263,51.22,54,27.39,47020,47020,CA
124265,24.98,55,1.73,125381,125381,OK
124266,21.82,66,0.28,61259,183777,NC
124267,33.75,57,7.07,46415,125320.5,NV
124269,48.08,69,14.63,124776,237074.4,CT
124270,53.46,68,7.95,163956,426285.6,IA
124274,31.65,76,0.54,99230,218306,MT
124275,33.22,54,7.04,111398,167097,MO
124276,38.76,50,12.16,150578,210809.2,MS
124277,47.03,41,2.36,128312,115480.8,CA
124280,35.82,85,3.32,127708,204332.8,VA
124281,27.19,86,1.05,139876,377665.2,FL
124282,35.52,75,0.74,152044,273679.2,PA
124283,41.6,78,12.8,46067,138201,MD
124287,59.87,58,17.9,126498,240346.2,TN
124288,54.77,45,18.13,40111,116321.9,KY
124289,44.25,44,14.38,163002,244503,PA
124290,26.79,54,2.32,182592,91296,CO
124291,59.32,54,27.79,194761,311617.6,IA
124295,47.22,43,1.35,144878,376682.8,ME
124296,46.33,68,23.31,92925,250897.5,MN
124299,42.01,43,3.82,134176,402528,MO
124301,51.65,83,26.95,116657,128322.7,MN
124304,36.04,49,5.64,103883,124659.6,UT
124306,40.78,53,14.83,140388,154426.8,NY
124308,44.73,81,17.48,66169,158805.6,MI
124316,56.57,63,13.04,138573,346432.5,OH
124319,21.55,56,0.55,91367,173597.3,OH
124321,36.52,40,1.96,184571,516798.8,NY
124322,38.75,79,5.88,154883,371719.2,VT
124323,57,40,30.72,194063,155250.4,NE
124326,40.74,46,2.37,55723,66867.6,OK
124329,57.22,50,14.08,195529,215081.9,AL
124330,52.16,66,15.79,94298,226315.2,MN
124331,59.59,60,12.86,106467,63880.2,NC
124332,58.94,44,31.07,187502,506255.4,KS
124333,27.47,66,3.48,47091,23545.5,LA
124334,41.61,49,15.44,189573,227487.6,PA
124338,56.08,51,0.21,181546,199700.6,NY
124339,47.5,59,8.55,178871,143096.8,OH
124340,30.01,53,4.92,114749,263922.7,LA
124342,54.68,83,29.24,193110,231732,NY
124348,22.44,51,1.4,137876,151663.6,MN
124350,45.06,49,11.32,93345,261366,SD
124351,37.89,86,12.84,83247,133195.2,NY
124353,49.72,51,3.22,58306,81628.4,ND
124361,50.41,68,10.04,88855,88855,PA
124362,45.54,70,15.98,66589,179790.3,IL
124368,46.29,42,11.9,45789,123630.3,NM
124369,55.07,88,26.67,168681,472306.8,IL
124375,45.8,44,10.86,155303,186363.6,UT
124377,24.18,57,1.93,179639,287422.4,CT
124379,33.96,51,0.73,154698,108288.6,KS
124381,22.37,55,1.02,73057,109585.5,AK
124384,24.82,45,0.48,121730,158249,IN
124388,39.42,47,5.45,148137,311087.7,VA
124389,38.8,77,4.56,69172,55337.6,GA
124391,59.12,55,31.18,113099,158338.6,WI
124394,41.83,75,0.23,134759,80855.4,KY
124396,43.98,63,10.22,102396,266229.6,AL
124398,33.41,40,7.98,99721,299163,OH
124399,29.25,72,4.53,151069,332351.8,CA
124400,56.33,55,21.6,170659,426647.5,SD
124402,27.35,48,1.03,145718,233148.8,WV
124404,57.81,42,18.55,162632,406580,AL
124406,24.79,48,0.36,137691,165229.2,MO
124407,47,73,0.95,112750,326975,MT
124409,29.38,43,5.7,151930,395018,CA
124413,47.24,90,10.72,197927,376061.3,IL
124414,56.83,55,30.43,69684,97557.6,NJ
124415,59.37,48,24.55,89274,214257.6,TX
124418,46.13,89,13.81,61658,49326.4,IN
124420,57.56,60,8.62,105584,221726.4,IL
124422,39.5,42,10.29,73221,36610.5,FL
124425,53.97,78,19.6,87460,157428,TX
124427,25.1,66,1.4,188086,357363.4,NM
124430,53.55,79,0.88,111191,277977.5,IN
124433,25.11,49,2.84,49141,54055.1,OR
124435,37.43,44,0.83,107911,97119.9,NV
124436,24.26,79,2.39,181525,108915,AR
124437,59.17,57,36.02,117404,258288.8,IL
124438,41.43,64,4.65,72872,189467.2,KY
124440,52.43,58,28.17,166076,332152,GA
124446,37.07,73,4.53,98675,197350,TX
124448,31.6,42,7.24,100745,50372.5,NC
124452,49.29,66,19.2,188598,471495,TX
124453,45.96,87,10.24,40765,20382.5,KS
124454,50.68,44,24.1,198091,118854.6,IA
124456,50.34,46,6.19,138716,208074,UT
124461,55.39,73,26.52,44302,44302,MD
124462,43.75,60,3.81,83482,225401.4,NY
124468,49.05,58,15.34,168659,286720.3,TN
124469,22.21,59,0.42,82272,74044.8,PA
124470,36.46,66,7.08,45163,121940.1,CA
124475,58.22,80,16.1,194462,408370.2,AR
124476,43.34,55,19.94,58797,158751.9,TX
124477,56.77,41,28.5,70965,191605.5,NC
124479,39.19,52,4.38,129735,272443.5,NY
124481,55.27,59,16.65,173662,138929.6,OH
124483,41.74,70,20.31,197998,415795.8,MS
124485,45.11,50,3.79,143370,114696,GA
124488,29.64,50,3.65,172452,155206.8,NV
124489,52.49,79,4.25,127921,268634.1,WI
124490,43.29,55,8.26,189367,227240.4,AR
124491,35.56,62,13.04,53702,102033.8,SD
124494,49.85,50,28.24,186086,297737.6,FL
124498,42.49,68,16.8,67336,87536.8,IL
124499,34.72,50,12.27,121360,169904,NM
124502,52.8,81,22,177455,301673.5,WY
124503,41.5,60,18.87,182201,255081.4,TX
124505,42.79,58,3.1,162006,210607.8,CA
124506,27.35,42,2.71,48607,63189.1,KS
124507,43.55,52,16.25,41185,32948,TN
124508,28.99,61,4.98,156655,328975.5,WI
124511,40.09,54,14.75,79761,127617.6,DC
124512,36.58,53,6.41,84507,101408.4,NM
124513,40.57,51,0.75,54819,54819,MS
124514,44.35,70,2.32,93999,253797.3,AR
124515,54.3,65,25.8,155445,264256.5,AL
124516,25.96,42,2.87,54214,75899.6,MI
124517,47.84,72,0.27,191950,95975,IA
124518,50.67,44,20.93,177106,177106,NE
124519,53.96,55,6.75,41441,95314.3,LA
124524,29.38,40,7.53,134041,120636.9,CA
124525,41.52,46,4.41,138787,291452.7,IL
124526,24.38,52,0.47,143533,114826.4,AZ
124527,55.77,55,0.47,136111,244999.8,WV
124528,35.49,55,0.21,84158,84158,MD
124529,22.07,51,0.84,47049,37639.2,FL
124531,36.75,75,9.13,56541,107427.9,MN
124535,56.79,43,16.4,166660,183326,CA
124536,52.89,59,12.24,45839,55006.8,CA
124539,36.33,89,2.85,151211,257058.7,TX
124540,34,70,12.98,64824,168542.4,MI
124541,58.68,54,20.15,91836,156121.2,IA
124545,26.43,87,1.28,88556,230245.6,TX
124546,49.88,80,11.45,85880,206112,WI
124547,23.48,42,1.79,71036,99450.4,NC
124548,57.51,53,15.36,53517,64220.4,NJ
124549,26.48,54,3.87,73107,182767.5,NY
124550,23.01,61,0.82,176409,282254.4,SD
124552,44.49,57,23.19,156214,328049.4,OR
124553,50.71,90,12.7,57659,63424.9,WV
124555,49.18,53,3.94,128597,372931.3,WI
124557,57.52,50,2.17,125921,277026.2,NY
124563,31.67,71,7.22,188833,188833,WI
124564,47.73,56,26.5,53168,42534.4,WI
